player,nation,pos,squad,comp,age,born,mp,starts,min,x90s,gls,ast,g_pk,pk,p_katt,crd_y,crd_r,gls_per_90,ast_per_90,gls_ast_per_90,gls_minus_ast_per_90,gls_plus_ast_minus_pk_per_90,xg,npxg,xa,npxg_plus_xa,xg_per_90,xa_per_90,xg_plus_xa_per_90,npxg_per_90,npxg_plus_xa_per_90
Kike,ESP,FW,Eibar,La Liga,30,1989,37,36,3087,34.3,12,2,12,0,0,4,1,0.35,0.06,0.41,0.35,0.41,10.4,10.4,2.1,12.5,0.3,0.06,0.37,0.3,0.37
Luca Kilian,GER,DF,Mainz 05,Bundesliga,20,1999,6,4,381,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.01,0,0.02,0.01,0.02
Max Kilman,ENG,DF,Wolves,English Premier League,23,1997,18,14,1310,14.6,0,1,0,0,0,4,0,0,0.07,0.07,0,0.07,0.4,0.4,0.5,1,0.03,0.04,0.07,0.03,0.07
Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,25,1995,27,25,2194,24.4,4,10,4,0,0,4,0,0.16,0.41,0.57,0.16,0.57,2.5,2.5,6.6,9,0.1,0.27,0.37,0.1,0.37
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,24,1995,28,26,2303,25.6,0,0,0,0,0,6,1,0,0,0,0,0,0.2,0.2,0.3,0.5,0.01,0.01,0.02,0.01,0.02
Joshua King,NOR,"MF,FW",Everton,English Premier League,28,1992,11,0,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0.8,0.48,0,0.48,0.48,0.48
Simon Kjær,DEN,DF,Milan,Serie A,31,1989,28,28,2393,26.6,0,2,0,0,0,3,0,0,0.08,0.08,0,0.08,1.3,1.3,1,2.4,0.05,0.04,0.09,0.05,0.09
Davy Klaassen,NED,MF,Werder Bremen,Bundesliga,27,1993,3,3,222,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05
Felix Klaus,GER,"DF,MF",Wolfsburg,Bundesliga,27,1992,6,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Klauss,BRA,"FW,DF",Hoffenheim,Bundesliga,23,1997,4,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.18,0.46,0.64,0.18,0.64
Ragnar Klavan,EST,DF,Cagliari,Serie A,34,1985,15,9,770,8.6,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.04,0,0.04,0.04,0.04
Philipp Klement,GER,"MF,FW",Stuttgart,Bundesliga,27,1992,18,2,421,4.7,1,2,1,0,0,0,0,0.21,0.43,0.64,0.21,0.64,0.3,0.3,1.7,1.9,0.06,0.36,0.41,0.06,0.41
Mateusz Klich,POL,MF,Leeds United,English Premier League,30,1990,35,28,2393,26.6,4,5,2,2,2,6,0,0.15,0.19,0.34,0.08,0.26,3.3,1.8,3.9,5.7,0.13,0.15,0.27,0.07,0.22
Mateo Klimowicz,GER,"FW,MF",Stuttgart,Bundesliga,20,2000,25,12,1198,13.3,1,1,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,3.8,3.8,1.2,5.1,0.29,0.09,0.38,0.29,0.38
Fabian Klos,GER,FW,Arminia,Bundesliga,32,1987,34,32,2709,30.1,5,2,4,1,2,4,0,0.17,0.07,0.23,0.13,0.2,7.9,6.4,3.5,9.8,0.26,0.11,0.38,0.21,0.33
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,24,1996,23,15,1446,16.1,1,0,1,0,0,2,0,0.06,0,0.06,0.06,0.06,0.8,0.8,0.5,1.3,0.05,0.03,0.08,0.05,0.08
Justin Kluivert,NED,FW,RB Leipzig,Bundesliga,21,1999,19,8,813,9,3,1,3,0,0,2,0,0.33,0.11,0.44,0.33,0.44,3.6,3.6,1.2,4.9,0.4,0.14,0.54,0.4,0.54
Justin Kluivert,NED,"FW,MF",Roma,Serie A,21,1999,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,24,1996,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.03,0.03,0,0.03
Ansgar Knauff,GER,"FW,MF",Dortmund,Bundesliga,18,2002,4,0,71,0.8,1,1,1,0,0,0,0,1.27,1.27,2.54,1.27,2.54,0.1,0.1,1,1.1,0.12,1.23,1.36,0.12,1.36
Robin Knoche,GER,DF,Union Berlin,Bundesliga,28,1992,34,34,3042,33.8,1,0,1,0,0,4,0,0.03,0,0.03,0.03,0.03,0.9,0.9,0.3,1.2,0.03,0.01,0.04,0.03,0.04
Gregor Kobel,SUI,GK,Stuttgart,Bundesliga,22,1997,33,33,2970,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Koch,GER,"DF,MF",Leeds United,English Premier League,24,1996,17,13,1132,12.6,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.2,1,0.06,0.01,0.08,0.06,0.08
Giorgi Kochorashvili,GEO,MF,Levante,La Liga,21,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.15,0.18,0.03,0.18
Kenan Kodro,BIH,"FW,MF",Valladolid,La Liga,26,1993,14,4,459,5.1,0,0,0,0,0,1,0,0,0,0,0,0,1.1,1.1,0.1,1.2,0.21,0.03,0.24,0.21,0.24
Kenan Kodro,BIH,"FW,MF",Athletic Club,La Liga,26,1993,3,0,44,0.5,1,0,0,1,1,1,0,2.05,0,2.05,0,0,0.8,0,0,0,1.6,0,1.6,0.04,0.04
Dominik Kohr,GER,MF,Mainz 05,Bundesliga,26,1994,17,14,1268,14.1,1,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,0.9,0.9,1.2,2.1,0.06,0.09,0.15,0.06,0.15
Dominik Kohr,GER,"MF,FW",Eint Frankfurt,Bundesliga,26,1994,7,2,260,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.6,0.19,0.01,0.2,0.19,0.2
Koba Koindredi,FRA,MF,Valencia,La Liga,18,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koke,ESP,MF,Atlético Madrid,La Liga,28,1992,37,34,3021,33.6,1,2,1,0,0,9,0,0.03,0.06,0.09,0.03,0.09,1.9,1.9,2.6,4.5,0.06,0.08,0.13,0.06,0.13
Aleksandr Kokorin,RUS,"FW,MF",Fiorentina,Serie A,29,1991,4,0,94,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Kolarov,SRB,DF,Inter,Serie A,34,1985,7,4,390,4.3,0,1,0,0,0,0,0,0,0.23,0.23,0,0.23,0.1,0.1,0.9,1.1,0.03,0.22,0.25,0.03,0.25
Sead Kolašinac,BIH,DF,Arsenal,English Premier League,27,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sead Kolašinac,BIH,"DF,MF",Schalke 04,Bundesliga,27,1993,17,16,1426,15.8,1,1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,0.4,0.4,1.6,2,0.02,0.1,0.13,0.02,0.13
Randal Kolo Muani,FRA,FW,Nantes,Ligue 1,21,1998,37,35,3029,33.7,9,4,9,0,0,3,0,0.27,0.12,0.39,0.27,0.39,10.5,10.5,6.1,16.6,0.31,0.18,0.49,0.31,0.49
Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,28,1991,24,23,2036,22.6,0,0,0,0,0,4,1,0,0,0,0,0,0.8,0.8,0.4,1.2,0.04,0.02,0.05,0.04,0.05
Ghislain Konan,CIV,DF,Reims,Ligue 1,24,1995,31,29,2613,29,2,1,2,0,0,5,0,0.07,0.03,0.1,0.07,0.1,0.3,0.3,1.2,1.6,0.01,0.04,0.05,0.01,0.05
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,21,1999,14,8,695,7.7,1,0,1,0,0,2,0,0.13,0,0.13,0.13,0.13,0.5,0.5,0,0.5,0.06,0,0.06,0.06,0.06
Moussa Konaté,SEN,FW,Dijon,Ligue 1,27,1993,27,13,1196,13.3,5,1,4,1,2,4,0,0.38,0.08,0.45,0.3,0.38,5.3,3.8,0.8,4.6,0.4,0.06,0.46,0.28,0.35
Geoffrey Kondogbia,CTA,"MF,FW",Atlético Madrid,La Liga,27,1993,25,4,611,6.8,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0.02,0.04,0.07,0.02,0.07
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,27,1993,5,5,440,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
Lamine Koné,CIV,DF,Strasbourg,Ligue 1,31,1989,15,12,1042,11.6,1,0,1,0,0,3,0,0.09,0,0.09,0.09,0.09,0.7,0.7,0,0.7,0.06,0,0.06,0.06,0.06
Moussa Koné,SEN,FW,Nîmes,Ligue 1,23,1996,33,21,1755,19.5,9,0,9,0,0,2,0,0.46,0,0.46,0.46,0.46,6.7,6.7,1.3,8,0.34,0.07,0.41,0.34,0.41
Youssouf Koné,MLI,"DF,FW",Elche,La Liga,25,1995,3,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terence Kongolo,NED,DF,Fulham,English Premier League,26,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
Ezri Konsa,ENG,DF,Aston Villa,English Premier League,22,1997,36,35,3196,35.5,2,0,2,0,0,3,0,0.06,0,0.06,0.06,0.06,2.1,2.1,0.2,2.3,0.06,0.01,0.07,0.06,0.07
Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,34,1985,26,25,2218,24.6,0,2,0,0,0,3,0,0,0.08,0.08,0,0.08,1,1,1.2,2.2,0.04,0.05,0.09,0.04,0.09
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,27,1992,30,29,2534,28.2,4,14,4,0,0,4,0,0.14,0.5,0.64,0.14,0.64,3.9,3.9,11.5,15.4,0.14,0.41,0.55,0.14,0.55
Márk Kosznovszky,HUN,MF,Parma,Serie A,18,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.34,0,0.34,0.34,0.34
Christian Kouamé,CIV,FW,Fiorentina,Serie A,22,1997,33,9,995,11.1,1,1,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,3.5,3.5,1.2,4.7,0.32,0.11,0.43,0.32,0.43
Nianzou Kouassi,FRA,"DF,MF",Bayern Munich,Bundesliga,18,2002,6,0,118,1.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,29,1991,26,25,2209,24.5,0,0,0,0,0,10,1,0,0,0,0,0,0.7,0.7,0.2,1,0.03,0.01,0.04,0.03,0.04
Jules Koundé,FRA,DF,Sevilla,La Liga,21,1998,34,33,2975,33.1,2,1,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,2.1,2.1,0.7,2.8,0.06,0.02,0.08,0.06,0.08
Boubakar Kouyaté,MLI,DF,Metz,Ligue 1,23,1997,25,21,1964,21.8,1,0,1,0,0,10,0,0.05,0,0.05,0.05,0.05,1.3,1.3,0.3,1.6,0.06,0.01,0.07,0.06,0.07
Cheikhou Kouyaté,SEN,DF,Crystal Palace,English Premier League,30,1989,36,35,3121,34.7,1,0,1,0,0,4,0,0.03,0,0.03,0.03,0.03,0.8,0.8,0.2,1,0.02,0.01,0.03,0.02,0.03
Mateo Kovačić,CRO,MF,Chelsea,English Premier League,26,1994,27,21,1815,20.2,0,1,0,0,0,4,0,0,0.05,0.05,0,0.05,1,1,1.8,2.9,0.05,0.09,0.14,0.05,0.14
Viktor Kovalenko,UKR,FW,Atalanta,Serie A,24,1996,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emil Krafth,SWE,DF,Newcastle Utd,English Premier League,25,1994,16,14,1288,14.3,1,0,1,0,0,4,0,0.07,0,0.07,0.07,0.07,0.2,0.2,0.4,0.5,0.01,0.03,0.04,0.01,0.04
Andrej Kramarić,CRO,"FW,MF",Hoffenheim,Bundesliga,29,1991,28,26,2379,26.4,20,5,15,5,5,2,0,0.76,0.19,0.95,0.57,0.76,16.4,12.6,4.6,17.3,0.62,0.18,0.8,0.48,0.65
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,29,1991,28,23,2033,22.6,0,2,0,0,0,5,0,0,0.09,0.09,0,0.09,0.4,0.4,1.2,1.6,0.02,0.05,0.07,0.02,0.07
Jean-Philippe Krasso,FRA,FW,Saint-Étienne,Ligue 1,23,1997,6,2,223,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.08,0.17,0.25,0.08,0.25
Toni Kroos,GER,MF,Real Madrid,La Liga,30,1990,28,24,2117,23.5,3,10,3,0,0,6,0,0.13,0.43,0.55,0.13,0.55,2.2,2.2,6.7,8.9,0.09,0.28,0.38,0.09,0.38
Filip Krovinović,CRO,MF,West Brom,English Premier League,24,1995,11,5,546,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.04,0.05,0.09,0.04,0.09
Rade Krunić,BIH,"MF,FW",Milan,Serie A,26,1993,25,5,723,8,1,2,1,0,0,3,0,0.12,0.25,0.37,0.12,0.37,0.7,0.7,1.1,1.8,0.09,0.14,0.23,0.09,0.23
Max Kruse,GER,"FW,MF",Union Berlin,Bundesliga,32,1988,22,19,1629,18.1,11,5,6,5,6,0,0,0.61,0.28,0.88,0.33,0.61,6.6,2,4.5,6.5,0.37,0.25,0.62,0.11,0.36
Lukas Kübler,GER,DF,Freiburg,Bundesliga,27,1992,19,11,884,9.8,0,1,0,0,0,2,0,0,0.1,0.1,0,0.1,0.1,0.1,0.3,0.4,0.01,0.04,0.04,0.01,0.04
Takefusa Kubo,JPN,"MF,FW",Villarreal,La Liga,19,2001,13,2,299,3.3,0,0,0,0,0,2,1,0,0,0,0,0,1.4,1.4,0.5,1.9,0.41,0.16,0.57,0.41,0.57
Takefusa Kubo,JPN,"MF,FW",Getafe,La Liga,19,2001,18,8,805,8.9,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,0.9,0.9,0.8,1.7,0.1,0.09,0.19,0.1,0.19
Juraj Kucka,SVK,"MF,FW",Parma,Serie A,33,1987,28,28,2334,25.9,7,2,3,4,4,8,0,0.27,0.08,0.35,0.12,0.19,6.8,3.8,1.8,5.6,0.26,0.07,0.33,0.15,0.22
Kuki,ESP,MF,Valladolid,La Liga,22,1998,2,0,30,0.3,0,1,0,0,0,0,0,0,3,3,0,3,0,0,0.1,0.1,0,0.16,0.16,0,0.16
Dejan Kulusevski,SWE,"MF,FW",Juventus,Serie A,20,2000,35,19,1923,21.4,4,3,4,0,0,7,0,0.19,0.14,0.33,0.19,0.33,2.9,2.9,6.4,9.4,0.14,0.3,0.44,0.14,0.44
Marash Kumbulla,ALB,DF,Roma,Serie A,20,2000,21,14,1363,15.1,1,0,1,0,0,8,0,0.07,0,0.07,0.07,0.07,0.9,0.9,0.4,1.3,0.06,0.03,0.09,0.06,0.09
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,25,1995,11,6,513,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.9,1,0.03,0.15,0.18,0.03,0.18
Fabian Kunze,GER,MF,Arminia,Bundesliga,22,1998,26,12,1270,14.1,0,0,0,0,0,6,0,0,0,0,0,0,0.5,0.5,0.4,0.9,0.04,0.03,0.06,0.04,0.06
Jasmin Kurtić,SVN,MF,Parma,Serie A,31,1989,34,31,2739,30.4,4,0,4,0,0,5,0,0.13,0,0.13,0.13,0.13,3.7,3.7,2,5.7,0.12,0.07,0.19,0.12,0.19
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,27,1992,19,15,1278,14.2,1,1,1,0,0,4,1,0.07,0.07,0.14,0.07,0.14,0.7,0.7,1.7,2.4,0.05,0.12,0.17,0.05,0.17
Dereck Kutesa,SUI,"MF,FW",Reims,Ligue 1,22,1997,28,6,687,7.6,1,2,1,0,0,2,0,0.13,0.26,0.39,0.13,0.39,0.9,0.9,0.8,1.7,0.12,0.1,0.23,0.12,0.23
Ahmed Kutucu,TUR,"FW,MF",Schalke 04,Bundesliga,20,2000,7,0,108,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.21,0.01,0.22,0.21,0.22
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,23,1997,18,12,1038,11.5,1,0,1,0,0,4,0,0.09,0,0.09,0.09,0.09,0.4,0.4,1,1.4,0.03,0.09,0.12,0.03,0.12
Giorgos Kyriakopoulos,GRE,DF,Sassuolo,Serie A,24,1996,23,16,1456,16.2,1,0,1,0,0,3,1,0.06,0,0.06,0.06,0.06,1.4,1.4,1.2,2.6,0.09,0.07,0.16,0.09,0.16
Antonino La Gumina,ITA,FW,Sampdoria,Serie A,24,1996,9,4,341,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.13,0,0.13,0.13,0.13
Gaëtan Laborde,FRA,"FW,MF",Montpellier,Ligue 1,26,1994,38,38,3256,36.2,16,8,16,0,0,3,0,0.44,0.22,0.66,0.44,0.66,11.7,11.7,4.9,16.5,0.32,0.13,0.46,0.32,0.46
Alexandre Lacazette,FRA,FW,Arsenal,English Premier League,29,1991,31,22,1923,21.4,13,2,10,3,3,3,0,0.61,0.09,0.7,0.47,0.56,9.7,7.4,2.7,10.1,0.46,0.13,0.58,0.35,0.47
Tom Lacoux,FRA,MF,Bordeaux,Ligue 1,18,2002,13,6,523,5.8,0,0,0,0,0,4,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.03,0.01,0.03
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,20,2000,30,29,2590,28.8,1,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,1.6,1.6,0.4,1.9,0.05,0.01,0.07,0.05,0.07
Alban Lafont,FRA,GK,Nantes,Ligue 1,21,1999,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Víctor Laguardia,ESP,DF,Alavés,La Liga,30,1989,32,30,2631,29.2,0,1,0,0,0,5,1,0,0.03,0.03,0,0.03,1.1,1.1,1,2.1,0.04,0.03,0.07,0.04,0.07
Konrad Laimer,AUT,"DF,FW",RB Leipzig,Bundesliga,23,1997,3,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.41,0,0.41,0.41,0.41
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,27,1992,33,31,2768,30.8,2,2,2,0,0,2,0,0.07,0.07,0.13,0.07,0.13,2.3,2.3,2.4,4.7,0.08,0.08,0.15,0.08,0.15
Diego Lainez,MEX,FW,Betis,La Liga,20,2000,21,8,862,9.6,0,2,0,0,0,5,0,0,0.21,0.21,0,0.21,0.9,0.9,0.9,1.8,0.1,0.09,0.19,0.1,0.19
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,28,1991,21,21,1834,20.4,3,2,0,3,3,1,0,0.15,0.1,0.25,0,0.1,2.5,0.3,4,4.3,0.12,0.2,0.32,0.01,0.21
Adam Lallana,ENG,"MF,FW",Brighton,English Premier League,32,1988,30,16,1596,17.7,1,1,1,0,0,0,0,0.06,0.06,0.11,0.06,0.11,2.4,2.4,2.8,5.3,0.14,0.16,0.3,0.14,0.3
Érik Lamela,ARG,"FW,MF",Tottenham,English Premier League,28,1992,23,5,717,8,1,0,1,0,0,6,1,0.13,0,0.13,0.13,0.13,1.4,1.4,0.9,2.4,0.18,0.12,0.3,0.18,0.3
Sam Lammers,NED,"FW,MF",Atalanta,Serie A,23,1997,15,1,291,3.2,2,0,2,0,0,0,0,0.62,0,0.62,0.62,0.62,1.3,1.3,0.3,1.6,0.39,0.1,0.49,0.39,0.49
Tariq Lamptey,ENG,DF,Brighton,English Premier League,19,2000,11,11,886,9.8,1,1,1,0,0,4,1,0.1,0.1,0.2,0.1,0.2,0.6,0.6,1.1,1.7,0.06,0.11,0.17,0.06,0.17
Loïck Landre,FRA,DF,Nîmes,Ligue 1,28,1992,20,20,1626,18.1,1,0,1,0,0,2,1,0.06,0,0.06,0.06,0.06,1.4,1.4,0,1.4,0.08,0,0.08,0.08,0.08
Michael Langer,AUT,GK,Schalke 04,Bundesliga,35,1985,3,2,239,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Lanzini,ARG,"MF,FW",West Ham,English Premier League,27,1993,17,5,566,6.3,1,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,1.2,1.2,0.9,2,0.18,0.14,0.32,0.18,0.32
Gianluca Lapadula,PER,FW,Benevento,Serie A,30,1990,37,29,2563,28.5,8,2,8,0,1,2,0,0.28,0.07,0.35,0.28,0.35,10.2,9.3,3.9,13.2,0.36,0.14,0.49,0.33,0.46
Aymeric Laporte,ESP,DF,Manchester City,English Premier League,26,1994,16,14,1344,14.9,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.7,1.5,0.05,0.05,0.1,0.05,0.1
Julien Laporte,FRA,DF,Lorient,Ligue 1,26,1993,30,30,2659,29.5,0,0,0,0,0,8,1,0,0,0,0,0,0.4,0.4,0.2,0.7,0.01,0.01,0.02,0.01,0.02
Danilo Larangeira,BRA,DF,Bologna,Serie A,36,1984,35,34,3132,34.8,0,1,0,0,0,8,0,0,0.03,0.03,0,0.03,0.7,0.7,1.1,1.8,0.02,0.03,0.05,0.02,0.05
Gautier Larsonneur,FRA,GK,Brest,Ligue 1,23,1997,35,35,3150,35,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Lasagna,ITA,FW,Udinese,Serie A,27,1992,17,12,1103,12.3,2,1,2,0,0,1,0,0.16,0.08,0.24,0.16,0.24,7.3,7.3,0.6,8,0.6,0.05,0.65,0.6,0.65
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,27,1992,19,14,1267,14.1,2,0,2,0,0,0,0,0.14,0,0.14,0.14,0.14,3.4,3.4,1.1,4.5,0.24,0.08,0.32,0.24,0.32
Jamaal Lascelles,ENG,DF,Newcastle Utd,English Premier League,26,1993,19,19,1625,18.1,2,0,2,0,0,4,0,0.11,0,0.11,0.11,0.11,1,1,0,1,0.05,0,0.06,0.05,0.06
Paul Lasne,FRA,MF,Brest,Ligue 1,31,1989,22,19,1681,18.7,0,0,0,0,0,4,1,0,0,0,0,0,0.5,0.5,0.5,1,0.03,0.03,0.05,0.03,0.05
Toni Lato,ESP,DF,Valencia,La Liga,22,1997,15,8,728,8.1,1,0,1,0,0,3,0,0.12,0,0.12,0.12,0.12,1,1,0.3,1.3,0.12,0.04,0.16,0.12,0.16
Danny Latza,GER,MF,Mainz 05,Bundesliga,30,1989,29,21,1800,20,0,2,0,0,0,8,0,0,0.1,0.1,0,0.1,1.9,1.9,2.2,4.1,0.1,0.11,0.2,0.1,0.2
Armand Lauriente,FRA,"FW,MF",Lorient,Ligue 1,21,1998,29,16,1622,18,3,5,3,0,0,4,0,0.17,0.28,0.44,0.17,0.44,3.2,3.2,5.2,8.4,0.18,0.29,0.46,0.18,0.46
Vincent Laurini,FRA,DF,Parma,Serie A,31,1989,14,10,870,9.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.01,0.01,0,0.01
Lauti,URU,"MF,FW",Celta Vigo,La Liga,19,2001,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley Lautoa,NCL,"MF,DF",Dijon,Ligue 1,32,1987,25,19,1608,17.9,0,0,0,0,0,4,0,0,0,0,0,0,0.7,0.7,0.1,0.8,0.04,0.01,0.04,0.04,0.04
Valentino Lazaro,AUT,"DF,FW",M'Gladbach,Bundesliga,24,1996,22,13,1240,13.8,2,0,2,0,0,3,0,0.15,0,0.15,0.15,0.15,2,2,1,3.1,0.15,0.08,0.22,0.15,0.22
Darko Lazović,SRB,DF,Hellas Verona,Serie A,29,1990,32,27,2503,27.8,3,6,3,0,0,3,0,0.11,0.22,0.32,0.11,0.32,2.9,2.9,4.1,7.1,0.11,0.15,0.25,0.11,0.25
Manuel Lazzari,ITA,DF,Lazio,Serie A,26,1993,32,30,2613,29,2,5,2,0,0,2,1,0.07,0.17,0.24,0.07,0.24,2.2,2.2,3.9,6.1,0.08,0.13,0.21,0.08,0.21
Jérémy Le Douaron,FRA,"FW,MF",Brest,Ligue 1,22,1998,28,7,816,9.1,1,2,1,0,0,0,0,0.11,0.22,0.33,0.11,0.33,1.7,1.7,0.5,2.2,0.19,0.06,0.25,0.19,0.25
Enzo Le Fée,FRA,"MF,FW",Lorient,Ligue 1,20,2000,36,21,1816,20.2,0,5,0,0,0,6,0,0,0.25,0.25,0,0.25,1.2,1.2,4.6,5.8,0.06,0.23,0.29,0.06,0.29
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,30,1989,26,26,2306,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,2.3,2.5,0.01,0.09,0.1,0.01,0.1
Maxime Le Marchand,FRA,DF,Fulham,English Premier League,30,1989,2,1,123,1.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,23,1996,33,30,2747,30.5,0,1,0,0,0,5,1,0,0.03,0.03,0,0.03,2,2,0.1,2.1,0.07,0,0.07,0.07,0.07
Damien Le Tallec,FRA,"MF,DF",Montpellier,Ligue 1,30,1990,23,13,1227,13.6,0,0,0,0,0,3,1,0,0,0,0,0,1.3,1.3,0.3,1.6,0.09,0.02,0.12,0.09,0.12
James Lea Siliki,CMR,MF,Rennes,Ligue 1,24,1996,7,3,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.09,0.01,0.11,0.09,0.11
Rafael Leão,POR,FW,Milan,Serie A,21,1999,30,22,1924,21.4,6,6,6,0,0,5,0,0.28,0.28,0.56,0.28,0.56,5.7,5.7,4.5,10.2,0.27,0.21,0.48,0.27,0.48
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,34,1985,37,37,3313,36.8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
Mathew Leckie,AUS,"FW,DF",Hertha BSC,Bundesliga,29,1991,17,5,506,5.6,0,1,0,0,0,0,0,0,0.18,0.18,0,0.18,0.1,0.1,0.6,0.8,0.02,0.12,0.13,0.02,0.13
Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,29,1991,28,28,2520,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,27,1993,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,27,1993,29,23,2063,22.9,4,2,3,1,1,3,1,0.17,0.09,0.26,0.13,0.22,4.3,3.6,1.3,4.9,0.19,0.06,0.24,0.16,0.21
